port,requests_per_second,unique_payloads,port_commonality,is_scanning,is_exploit,is_bruteforce,time_of_day,day_of_week,attack_type,threat_level
5432,0.06,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
22,0.08,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
8080,0.11,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
21,0.52,4,1.0,0,0,0,19,4,FTP Attack,4.0
23,0.01,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
443,0.4,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
23,0.02,4,1.0,0,0,1,19,4,Telnet Brute Force,10.0
22,0.18,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
3389,0.06,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
335,17.08,0,0.3,1,0,0,19,4,Port Scan,6.0
443,4.14,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
3389,0.02,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
6379,0.26,4,1.0,0,0,0,19,4,Redis Attack,3.0
139,0.35,5,0.3,0,1,0,19,4,SMB Exploit,10.0
3389,0.01,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
6379,1.23,4,1.0,0,0,0,19,4,Redis Attack,3.0
161,13.33,0,0.3,1,0,0,19,4,Port Scan,6.0
445,0.14,5,0.3,0,1,0,19,4,SMB Exploit,10.0
3389,0.01,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
21,0.1,4,1.0,0,0,0,19,4,FTP Attack,4.0
53,1047.11,2,0.3,0,0,0,19,4,DNS Amplification,3.0
3306,0.52,4,1.0,0,0,0,19,4,MySQL Attack,6.0
445,0.22,5,0.3,0,1,0,19,4,SMB Exploit,10.0
8080,3.33,5,0.3,0,1,0,19,4,IoT Exploit,9.0
139,0.4,5,0.3,0,1,0,19,4,SMB Exploit,10.0
445,2.0,5,0.3,0,1,0,19,4,SMB Exploit,10.0
445,0.16,5,0.3,0,1,0,19,4,SMB Exploit,10.0
22,0.19,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
537,11.02,0,0.3,1,0,0,19,4,Port Scan,6.0
22,0.07,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
554,0.02,5,0.3,0,1,0,19,4,IoT Exploit,9.0
8080,0.01,5,0.3,0,1,0,19,4,IoT Exploit,9.0
5432,0.09,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
443,1.1,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
21,0.38,4,1.0,0,0,0,19,4,FTP Attack,4.0
80,0.73,6,1.0,0,0,0,19,4,HTTP Web Scan,9.0
875,23.89,0,0.3,1,0,0,19,4,Port Scan,6.0
139,0.29,5,0.3,0,1,0,19,4,SMB Exploit,10.0
80,0.12,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
53,1454.1,2,0.3,0,0,0,19,4,DNS Amplification,3.0
3306,0.03,4,1.0,0,0,0,19,4,MySQL Attack,3.0
5432,0.87,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
139,0.03,5,0.3,0,1,0,19,4,SMB Exploit,10.0
445,0.12,5,0.3,0,1,0,19,4,SMB Exploit,10.0
443,0.04,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
139,0.3,5,0.3,0,1,0,19,4,SMB Exploit,10.0
6379,0.81,4,1.0,0,0,0,19,4,Redis Attack,3.0
22,0.17,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
8554,0.67,5,0.3,0,1,0,19,4,IoT Exploit,9.0
21,0.32,4,1.0,0,0,0,19,4,FTP Attack,4.0
8080,0.33,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
8443,0.44,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
6379,5.57,4,1.0,0,0,0,19,4,Redis Attack,3.0
445,0.98,5,0.3,0,1,0,19,4,SMB Exploit,10.0
169,47.12,0,0.3,1,0,0,19,4,Port Scan,6.0
739,41.26,0,0.3,1,0,0,19,4,Port Scan,6.0
21,0.12,4,1.0,0,0,0,19,4,FTP Attack,4.0
80,0.52,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
5432,0.08,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
5432,0.52,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
6379,0.07,4,1.0,0,0,0,19,4,Redis Attack,3.0
8443,0.17,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
8080,1.13,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
8443,0.08,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
139,0.06,5,0.3,0,1,0,19,4,SMB Exploit,10.0
53,2154.44,2,0.3,0,0,0,19,4,DNS Amplification,3.0
228,7.98,0,0.3,1,0,0,19,4,Port Scan,6.0
3306,2.38,4,1.0,0,0,0,19,4,MySQL Attack,3.0
8443,0.62,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
53,1263.64,2,0.3,0,0,0,19,4,DNS Amplification,3.0
3389,0.06,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
281,75.28,0,0.3,1,0,0,19,4,Port Scan,6.0
909,37.56,0,0.3,1,0,0,19,4,Port Scan,6.0
23,0.07,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
21,0.2,4,1.0,0,0,0,19,4,FTP Attack,4.0
27017,0.22,3,0.3,0,0,0,19,4,MongoDB Attack,3.0
80,0.2,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
22,0.18,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
785,9.95,0,0.3,1,0,0,19,4,Port Scan,6.0
21,13.2,4,1.0,0,0,0,19,4,FTP Attack,4.0
22,0.11,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
443,0.56,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
22,0.01,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
23,0.02,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
593,252.0,0,0.3,1,0,0,19,4,Port Scan,6.0
3306,0.17,4,1.0,0,0,0,19,4,MySQL Attack,3.0
443,0.35,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
443,0.02,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
8443,0.34,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
117,22.91,0,0.3,1,0,0,19,4,Port Scan,9.0
6379,0.26,4,1.0,0,0,0,19,4,Redis Attack,3.0
443,0.66,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
42,7.23,0,0.3,1,0,0,19,4,Port Scan,6.0
23,0.04,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
8080,0.28,5,0.3,0,1,0,19,4,IoT Exploit,9.0
8080,0.22,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
139,0.12,5,0.3,0,1,0,19,4,SMB Exploit,10.0
27017,1.19,3,0.3,0,0,0,19,4,MongoDB Attack,3.0
139,2.4,5,0.3,0,1,0,19,4,SMB Exploit,10.0
6379,0.13,4,1.0,0,0,0,19,4,Redis Attack,6.0
946,51.25,0,0.3,1,0,0,19,4,Port Scan,6.0
395,104.8,0,0.3,1,0,0,19,4,Port Scan,6.0
139,0.82,5,0.3,0,1,0,19,4,SMB Exploit,10.0
3306,0.22,4,1.0,0,0,0,19,4,MySQL Attack,3.0
5432,0.83,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
699,100.13,0,0.3,1,0,0,19,4,Port Scan,9.0
21,0.09,4,1.0,0,0,0,19,4,FTP Attack,4.0
27017,0.33,3,0.3,0,0,0,19,4,MongoDB Attack,6.0
443,0.16,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
139,0.9,5,0.3,0,1,0,19,4,SMB Exploit,10.0
3306,1.02,4,1.0,0,0,0,19,4,MySQL Attack,3.0
3389,0.05,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
23,0.01,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
401,22.75,0,0.3,1,0,0,19,4,Port Scan,6.0
80,0.57,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
21,0.12,4,1.0,0,0,0,19,4,FTP Attack,4.0
75,14.31,0,0.3,1,0,0,19,4,Port Scan,9.0
22,0.08,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
3306,2.8,4,1.0,0,0,0,19,4,MySQL Attack,6.0
443,0.55,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
3306,0.22,4,1.0,0,0,0,19,4,MySQL Attack,3.0
23,0.13,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
139,5.44,5,0.3,0,1,0,19,4,SMB Exploit,10.0
53,346.8,2,0.3,0,0,0,19,4,DNS Amplification,3.0
27017,0.12,3,0.3,0,0,0,19,4,MongoDB Attack,3.0
462,5.15,0,0.3,1,0,0,19,4,Port Scan,9.0
53,1180.93,2,0.3,0,0,0,19,4,DNS Amplification,3.0
23,0.41,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
938,45.39,0,0.3,1,0,0,19,4,Port Scan,6.0
27017,1.63,3,0.3,0,0,0,19,4,MongoDB Attack,3.0
6379,0.17,4,1.0,0,0,0,19,4,Redis Attack,6.0
8080,0.19,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
217,705.75,0,0.3,1,0,0,19,4,Port Scan,6.0
22,0.07,8,1.0,0,0,1,19,4,SSH Brute Force,10.0
554,0.2,5,0.3,0,1,0,19,4,IoT Exploit,9.0
27017,1.06,3,0.3,0,0,0,19,4,MongoDB Attack,3.0
8443,2.3,6,0.3,0,0,0,19,4,HTTP Web Scan,9.0
3306,0.15,4,1.0,0,0,0,19,4,MySQL Attack,3.0
6379,0.46,4,1.0,0,0,0,19,4,Redis Attack,3.0
3306,1.31,4,1.0,0,0,0,19,4,MySQL Attack,3.0
12,598.0,0,0.3,1,0,0,19,4,Port Scan,6.0
791,6.61,0,0.3,1,0,0,19,4,Port Scan,6.0
5432,0.62,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
86,86.2,0,0.3,1,0,0,19,4,Port Scan,6.0
22,0.11,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
22,0.03,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
6379,0.98,4,1.0,0,0,0,19,4,Redis Attack,3.0
23,0.04,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
5432,0.65,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
445,3.75,5,0.3,0,1,0,19,4,SMB Exploit,10.0
53,16232.0,2,0.3,0,0,0,19,4,DNS Amplification,3.0
23,0.18,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
443,0.08,6,1.0,0,0,0,19,4,HTTP Web Scan,9.0
445,2.65,5,0.3,0,1,0,19,4,SMB Exploit,10.0
443,0.09,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
139,0.18,5,0.3,0,1,0,19,4,SMB Exploit,10.0
8080,0.06,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
22,0.61,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
8080,5.2,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
22,0.33,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
3389,0.09,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
3306,0.1,4,1.0,0,0,0,19,4,MySQL Attack,3.0
139,1.41,5,0.3,0,1,0,19,4,SMB Exploit,10.0
3389,0.25,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
678,5.74,0,0.3,1,0,0,19,4,Port Scan,6.0
3389,0.09,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
139,0.05,5,0.3,0,1,0,19,4,SMB Exploit,10.0
248,4.44,0,0.3,1,0,0,19,4,Port Scan,6.0
23,0.01,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
8080,0.09,6,0.3,0,0,0,19,4,HTTP Web Scan,9.0
917,15.92,0,0.3,1,0,0,19,4,Port Scan,6.0
3306,0.15,4,1.0,0,0,0,19,4,MySQL Attack,3.0
8443,2.66,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
3389,0.37,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
21,0.61,4,1.0,0,0,0,19,4,FTP Attack,4.0
738,19.53,0,0.3,1,0,0,19,4,Port Scan,6.0
445,0.71,5,0.3,0,1,0,19,4,SMB Exploit,10.0
6379,0.07,4,1.0,0,0,0,19,4,Redis Attack,3.0
3306,1.71,4,1.0,0,0,0,19,4,MySQL Attack,6.0
5432,1.47,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
3306,0.44,4,1.0,0,0,0,19,4,MySQL Attack,3.0
21,0.01,4,1.0,0,0,0,19,4,FTP Attack,4.0
8554,0.11,5,0.3,0,1,0,19,4,IoT Exploit,9.0
8443,0.63,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
22,0.22,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
22,0.06,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
5432,0.38,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
6379,0.09,4,1.0,0,0,0,19,4,Redis Attack,3.0
3306,0.14,4,1.0,0,0,0,19,4,MySQL Attack,3.0
3389,0.04,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
5432,1.26,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
8080,0.37,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
3389,0.05,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
443,0.11,6,1.0,0,0,0,19,4,HTTP Web Scan,9.0
21,0.11,4,1.0,0,0,0,19,4,FTP Attack,4.0
610,28.58,0,0.3,1,0,0,19,4,Port Scan,6.0
8080,0.09,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
21,0.19,4,1.0,0,0,0,19,4,FTP Attack,4.0
642,13.38,0,0.3,1,0,0,19,4,Port Scan,6.0
3389,0.31,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
80,0.33,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
6379,0.43,4,1.0,0,0,0,19,4,Redis Attack,3.0
44,17.77,0,0.3,1,0,0,19,4,Port Scan,6.0
445,1.23,5,0.3,0,1,0,19,4,SMB Exploit,10.0
22,1.46,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
8443,0.26,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
22,2.7,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
3389,0.05,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
22,0.4,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
867,84.41,0,0.3,1,0,0,19,4,Port Scan,6.0
22,0.41,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
3306,0.43,4,1.0,0,0,0,19,4,MySQL Attack,3.0
8080,0.28,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
3306,0.03,4,1.0,0,0,0,19,4,MySQL Attack,3.0
99,41.3,0,0.3,1,0,0,19,4,Port Scan,6.0
3306,0.02,4,1.0,0,0,0,19,4,MySQL Attack,3.0
445,0.07,5,0.3,0,1,0,19,4,SMB Exploit,10.0
8080,0.22,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
23,0.01,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
445,0.09,5,0.3,0,1,0,19,4,SMB Exploit,10.0
22,0.02,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
22,0.22,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
3389,0.01,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
8080,0.73,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
443,0.17,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
3389,0.03,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
8080,0.01,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
80,0.18,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
139,0.45,5,0.3,0,1,0,19,4,SMB Exploit,10.0
80,2.49,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
774,45.32,0,0.3,1,0,0,19,4,Port Scan,6.0
21,0.02,4,1.0,0,0,0,19,4,FTP Attack,4.0
155,17.64,0,0.3,1,0,0,19,4,Port Scan,6.0
3306,0.7,4,1.0,0,0,0,19,4,MySQL Attack,3.0
3306,0.16,4,1.0,0,0,0,19,4,MySQL Attack,3.0
6379,3.24,4,1.0,0,0,0,19,4,Redis Attack,3.0
445,0.03,5,0.3,0,1,0,19,4,SMB Exploit,10.0
22,0.16,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
5432,0.04,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
22,0.08,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
139,0.17,5,0.3,0,1,0,19,4,SMB Exploit,10.0
139,0.04,5,0.3,0,1,0,19,4,SMB Exploit,10.0
22,0.03,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
27017,0.05,3,0.3,0,0,0,19,4,MongoDB Attack,3.0
5432,0.39,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
21,0.17,4,1.0,0,0,0,19,4,FTP Attack,4.0
22,0.06,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
727,9.32,0,0.3,1,0,0,19,4,Port Scan,6.0
3389,0.01,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
80,0.44,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
8443,1.79,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
443,0.22,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
22,0.16,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
46,3.32,0,0.3,1,0,0,19,4,Port Scan,6.0
3389,0.06,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
23,0.06,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
445,0.15,5,0.3,0,1,0,19,4,SMB Exploit,10.0
8080,0.27,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
27017,0.04,3,0.3,0,0,0,19,4,MongoDB Attack,3.0
21,0.15,4,1.0,0,0,0,19,4,FTP Attack,4.0
27017,0.19,3,0.3,0,0,0,19,4,MongoDB Attack,3.0
3389,0.01,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
22,0.31,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
22,0.35,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
8443,0.04,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
3306,0.01,4,1.0,0,0,0,19,4,MySQL Attack,3.0
23,0.03,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
46,7.8,0,0.3,1,0,0,19,4,Port Scan,6.0
604,8.35,0,0.3,1,0,0,19,4,Port Scan,6.0
3306,0.4,4,1.0,0,0,0,19,4,MySQL Attack,3.0
22,0.22,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
22,0.04,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
780,4.95,0,0.3,1,0,0,19,4,Port Scan,6.0
23,0.02,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
21,0.03,4,1.0,0,0,0,19,4,FTP Attack,4.0
8443,1.13,6,0.3,0,0,0,19,4,HTTP Web Scan,9.0
445,0.29,5,0.3,0,1,0,19,4,SMB Exploit,10.0
53,295.33,2,0.3,0,0,0,19,4,DNS Amplification,3.0
22,0.78,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
8080,0.18,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
6379,0.41,4,1.0,0,0,0,19,4,Redis Attack,3.0
139,0.81,5,0.3,0,1,0,19,4,SMB Exploit,10.0
23,0.21,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
3389,0.08,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
27017,0.18,3,0.3,0,0,0,19,4,MongoDB Attack,3.0
6379,0.24,4,1.0,0,0,0,19,4,Redis Attack,3.0
6379,0.11,4,1.0,0,0,0,19,4,Redis Attack,3.0
8443,1.3,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
139,0.19,5,0.3,0,1,0,19,4,SMB Exploit,10.0
6379,0.08,4,1.0,0,0,0,19,4,Redis Attack,3.0
445,0.34,5,0.3,0,1,0,19,4,SMB Exploit,10.0
3306,0.39,4,1.0,0,0,0,19,4,MySQL Attack,3.0
22,0.25,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
139,0.57,5,0.3,0,1,0,19,4,SMB Exploit,10.0
21,0.09,4,1.0,0,0,0,19,4,FTP Attack,7.0
443,0.3,6,1.0,0,0,0,19,4,HTTP Web Scan,9.0
3306,0.13,4,1.0,0,0,0,19,4,MySQL Attack,3.0
3306,0.24,4,1.0,0,0,0,19,4,MySQL Attack,3.0
443,0.19,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
8554,0.2,5,0.3,0,1,0,19,4,IoT Exploit,9.0
445,0.64,5,0.3,0,1,0,19,4,SMB Exploit,10.0
3389,0.17,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
96,9.06,0,0.3,1,0,0,19,4,Port Scan,6.0
22,0.54,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
22,1.18,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
22,0.33,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
445,0.11,5,0.3,0,1,0,19,4,SMB Exploit,10.0
21,0.03,4,1.0,0,0,0,19,4,FTP Attack,4.0
445,0.02,5,0.3,0,1,0,19,4,SMB Exploit,10.0
23,0.07,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
443,0.04,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
3389,0.03,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
27017,0.1,3,0.3,0,0,0,19,4,MongoDB Attack,3.0
21,0.17,4,1.0,0,0,0,19,4,FTP Attack,4.0
3306,0.18,4,1.0,0,0,0,19,4,MySQL Attack,3.0
22,0.3,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
80,0.7,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
8080,0.28,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
21,0.09,4,1.0,0,0,0,19,4,FTP Attack,7.0
3306,2.0,4,1.0,0,0,0,19,4,MySQL Attack,3.0
22,0.19,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
6379,0.08,4,1.0,0,0,0,19,4,Redis Attack,3.0
3389,0.01,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
22,0.04,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
3306,0.22,4,1.0,0,0,0,19,4,MySQL Attack,3.0
733,8.33,0,0.3,1,0,0,19,4,Port Scan,6.0
3306,0.19,4,1.0,0,0,0,19,4,MySQL Attack,3.0
3389,0.04,3,1.0,0,0,1,19,4,RDP Brute Force,10.0
434,34.02,0,0.3,1,0,0,19,4,Port Scan,6.0
21,0.02,4,1.0,0,0,0,19,4,FTP Attack,7.0
22,0.18,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
139,0.27,5,0.3,0,1,0,19,4,SMB Exploit,10.0
22,0.04,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
746,80.57,0,0.3,1,0,0,19,4,Port Scan,6.0
22,0.16,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
8080,0.06,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
53,10504.5,2,0.3,0,0,0,19,4,DNS Amplification,3.0
3389,0.05,3,1.0,0,0,1,19,4,RDP Brute Force,10.0
6379,0.34,4,1.0,0,0,0,19,4,Redis Attack,3.0
3306,0.37,4,1.0,0,0,0,19,4,MySQL Attack,3.0
80,0.28,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
22,0.21,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
23,0.2,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
6379,0.19,4,1.0,0,0,0,19,4,Redis Attack,3.0
548,107.38,0,0.3,1,0,0,19,4,Port Scan,6.0
5432,0.17,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
285,26.64,0,0.3,1,0,0,19,4,Port Scan,6.0
22,0.14,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
33,1.01,0,0.3,1,0,0,19,4,Port Scan,6.0
3389,0.1,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
27017,0.74,3,0.3,0,0,0,19,4,MongoDB Attack,6.0
445,0.21,5,0.3,0,1,0,19,4,SMB Exploit,10.0
8443,0.07,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
22,0.06,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
80,0.76,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
27017,0.34,3,0.3,0,0,0,19,4,MongoDB Attack,3.0
213,64.65,0,0.3,1,0,0,19,4,Port Scan,6.0
3389,0.03,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
23,0.01,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
3306,1.5,4,1.0,0,0,0,19,4,MySQL Attack,3.0
53,479.04,2,0.3,0,0,0,19,4,DNS Amplification,3.0
6379,0.41,4,1.0,0,0,0,19,4,Redis Attack,3.0
23,0.03,4,1.0,0,0,1,19,4,Telnet Brute Force,10.0
53,31.37,2,0.3,0,0,0,19,4,DNS Amplification,3.0
22,7.21,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
184,45.13,0,0.3,1,0,0,19,4,Port Scan,6.0
6379,0.1,4,1.0,0,0,0,19,4,Redis Attack,3.0
23,0.07,4,1.0,0,0,1,19,4,Telnet Brute Force,10.0
139,0.17,5,0.3,0,1,0,19,4,SMB Exploit,10.0
3389,0.01,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
3389,0.13,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
22,2.39,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
22,0.08,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
8080,0.29,6,0.3,0,0,0,19,4,HTTP Web Scan,6.0
80,0.47,6,1.0,0,0,0,19,4,HTTP Web Scan,6.0
5432,0.05,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
27017,0.1,3,0.3,0,0,0,19,4,MongoDB Attack,3.0
3306,0.1,4,1.0,0,0,0,19,4,MySQL Attack,3.0
6379,0.32,4,1.0,0,0,0,19,4,Redis Attack,3.0
285,48.89,0,0.3,1,0,0,19,4,Port Scan,6.0
3389,0.03,3,1.0,0,0,1,19,4,RDP Brute Force,8.0
5432,0.42,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
27017,0.95,3,0.3,0,0,0,19,4,MongoDB Attack,3.0
271,2.02,0,0.3,1,0,0,19,4,Port Scan,6.0
139,0.46,5,0.3,0,1,0,19,4,SMB Exploit,10.0
22,0.04,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
211,28.53,0,0.3,1,0,0,19,4,Port Scan,6.0
6379,0.03,4,1.0,0,0,0,19,4,Redis Attack,3.0
22,0.3,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
809,10.16,0,0.3,1,0,0,19,4,Port Scan,6.0
21,0.5,4,1.0,0,0,0,19,4,FTP Attack,4.0
22,0.34,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
6379,0.36,4,1.0,0,0,0,19,4,Redis Attack,3.0
8080,0.25,5,0.3,0,1,0,19,4,IoT Exploit,9.0
638,4.65,0,0.3,1,0,0,19,4,Port Scan,6.0
3306,6.3,4,1.0,0,0,0,19,4,MySQL Attack,3.0
22,0.1,8,1.0,0,0,1,19,4,SSH Brute Force,8.0
23,0.15,4,1.0,0,0,1,19,4,Telnet Brute Force,9.0
5432,0.17,3,1.0,0,0,0,19,4,PostgreSQL Attack,3.0
21,1.42,4,1.0,0,0,0,19,4,FTP Attack,4.0
